run_uuid,func_name,call_count,total_energy_j,total_elapsed_ns
ba1b58d1-8bd4-468a-85f4-58f81e488d5f,sieve_task,4,183808122.0,4973893780
f2909743-145e-458d-b1c3-af7e57a83c6d,sieve_task,4,178079440.0,4990109910
9efe43e4-8143-4a87-8eff-91756ccfc28d,sieve_task,4,170478381.0,5133965550
df3e0b17-9b03-4631-bd41-27c8b9810655,sieve_task,4,173526349.0,4930710361
01a62d22-2ee7-4f3a-a61a-11dc19e4a133,sieve_task,4,176497959.0,5071907412
0febee64-bb94-4c37-a4bb-d24a39a5418e,sieve_task,4,161362502.0,5276867890
21abfd64-ee79-433e-86b0-e675429383d2,sieve_task,4,174748453.0,4954331214
6ab20afd-8d74-402e-974c-5cbaf0af56d1,sieve_task,4,187589792.0,4785026225
b4bd1494-e6b7-43d0-a154-36f21d18388a,sieve_task,4,162876168.0,5305533082
2ea4c113-5914-42f0-be51-4f1000b66eaf,sieve_task,4,168778011.0,5169767980
34430328-6960-43e2-8a81-fc251ed46832,sieve_task,4,151776892.0,5390640235
ada2e8bb-cdb9-437d-a7f4-703e1f3ba05a,sieve_task,4,164950322.0,5088467215
0a6511f0-6bb3-4f40-81f4-73a338df79ee,sieve_task,4,172023363.0,5099561075
3582cc7d-1368-4bcd-8c8a-498317bad66c,sieve_task,4,154243319.0,5347244362
f8a70735-ae51-4e24-b91b-b7bac27a2e1b,sieve_task,4,168462338.0,5075040604
bd46ac84-576b-4540-a466-1ddffc6dbaf3,sieve_task,4,169885306.0,5164346304
42896c9b-dccb-49b2-8587-746a49e20c80,sieve_task,4,153239354.0,5472559827
7d014192-e1f5-470d-9bea-0b72f07f53a4,sieve_task,4,171765367.0,5149039034
439bf9e7-4f03-4690-a5a3-b4725189a741,sieve_task,4,166914307.0,5118993200
669f0cbd-2d7c-471a-9412-a57f983efa32,sieve_task,4,167769653.0,5041387917
edf2d67c-8edc-4c41-8282-1e3a90efc9f7,sieve_task,4,157079738.0,5354148273
772683af-50fa-4529-9ed3-5f17fdc1f616,sieve_task,4,158248619.0,5464277902
9f99ac33-4937-40d6-8374-dac7ec625caa,sieve_task,4,153087131.0,5435086954
b7d1b1e3-0802-42b2-b4fc-03206f4242b5,sieve_task,4,167845946.0,5152461227
029afee9-68af-44a4-87eb-74be62b940dd,sieve_task,4,170500967.0,5128034090
57945ad1-879b-46c2-bd86-8a01cffa8212,sieve_task,4,168616266.0,5059172004
79f6c677-a451-4f05-9d0a-19f571cd283d,sieve_task,4,159973956.0,5107508472
6c9430ba-9256-45c0-a68e-c5fafd36201d,sieve_task,4,151291604.0,5355935172
79757079-7e01-429a-9fec-53f523c44ceb,sieve_task,4,151746255.0,5487482589
5de0531e-4472-4e3d-ac1e-7a62495ccc39,sieve_task,4,164537421.0,5140443233
8f963b12-3b55-49f1-bd39-fc0f107a6dd3,sieve_task,4,151539408.0,5472136370
5a6f2754-1fef-46c8-aa37-679308fcf1d7,sieve_task,4,155063569.0,5377633861
71250ec1-4943-4ebb-bb78-1071cfee28b9,sieve_task,4,161034012.0,5436788660
7f7af9fc-fc8c-44bd-81bf-d8431d2d58e7,sieve_task,4,158713216.0,5424202058
6b5560bf-11db-41c7-b980-4bd10401d2b0,sieve_task,4,155689725.0,5406481142
bf8ad9ec-a1a2-4564-bdec-64a63472555f,sieve_task,4,166052064.0,5126491259
97ab2971-2d81-4b05-aa38-b07d16f9ff27,sieve_task,4,171516346.0,5017783079
ef58ceb6-875b-4cfd-804e-926115c4cbe5,sieve_task,4,163277473.0,5050684190
b334fbff-3715-4513-af91-6353d2af299d,sieve_task,4,164042183.0,5137045053
a3832fd2-5066-4507-849a-c1573fe805d8,sieve_task,4,167459839.0,5153477733
8e0bcc40-3455-4e4a-b1f4-f0a61296e145,sieve_task,4,154875643.0,5400896259
f80afd91-dfa4-4969-b92f-c98948d1ce49,sieve_task,4,153427402.0,5527242449
b01ba1d8-9b94-4d29-bd05-ea0cd159fc77,sieve_task,4,153055945.0,5446870559
16ecd56c-69ed-45d3-996f-75cea3749dd3,sieve_task,4,169057734.0,5183034608
49cca1b2-6373-4f5c-b514-c0496cf64baf,sieve_task,4,148665941.0,5458988961
