run_uuid,func_name,energy_j,elapsed_ns
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,37500881.0,978023690
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,38133752.0,997398272
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,36619231.0,963868594
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,37050747.0,966262802
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,38528649.0,1011987747
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,36232391.0,938746890
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,38502221.0,1016209381
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,37780054.0,987893319
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,38197108.0,998740324
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,34379734.0,911691473
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,34883761.0,903637774
bdf9cb05-fb83-4283-bd4d-894ed32e2003,sieve_task,38436852.0,1008998275
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,39147118.0,1034385557
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,38550072.0,1007724284
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,38634727.0,1011221196
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,38695213.0,1013133696
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,35045137.0,912706841
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,38925009.0,1025871607
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,38683739.0,1012884085
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,38290857.0,1000475187
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,37103542.0,960145208
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,37106473.0,966081174
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,39072227.0,1030887956
7222895e-891f-4278-9da5-21fbc6586690,sieve_task,36908597.0,960902121
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,38756798.0,1017249353
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,37146938.0,964801395
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,38983117.0,1027227569
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,38613610.0,1012712160
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,35101228.0,914106008
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,39066978.0,1030215357
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,37870447.0,986703230
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,38564965.0,1010107442
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,38146997.0,995777402
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,36393522.0,943357173
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,38878379.0,1023022238
c44cf7b4-1cbd-4306-bd6c-d9e47828a832,sieve_task,38537744.0,1017479181
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,37735987.0,1024371141
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,38616112.0,1039094234
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,36622525.0,968086113
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,37988733.0,1024421362
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,36487273.0,964723654
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,33389807.0,884834991
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,37148403.0,990960922
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,36828336.0,982776804
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,37603785.0,1017355458
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,36735623.0,974313637
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,34067418.0,933930268
2bf5155c-3ec2-4b4b-884d-f76de614b247,sieve_task,36222380.0,968592849
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37891078.0,1021240204
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37577662.0,1009679228
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37692470.0,1008644654
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,33676488.0,902374070
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37304409.0,994735773
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37634120.0,1006298620
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,34970675.0,925177651
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37788050.0,1010797542
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37458765.0,1004672910
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,36028899.0,960555691
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,35620819.0,951603643
202ad162-f4d8-4ae2-9fd4-4b5750b03b6c,sieve_task,37983607.0,1029859441
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,38506433.0,1032993301
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,33712134.0,899425593
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,35588410.0,940718149
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,38244471.0,1032032566
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,38118677.0,1019117798
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,38516930.0,1033748206
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,38465660.0,1038598453
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,36427702.0,967963210
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,35859894.0,952702677
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,38080652.0,1020929067
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,38349390.0,1032698515
9a2c5d32-2c41-4426-9ba7-7c674afa22e5,sieve_task,37957667.0,1015169248
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,37541591.0,1011697647
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,38263146.0,1036265230
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,38248010.0,1033821913
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,36264739.0,975307795
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,36563993.0,987808741
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,35214326.0,949825348
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,35537689.0,954240136
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,37630642.0,1013638840
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,38382043.0,1036497655
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,34265050.0,925762426
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,38241236.0,1030349179
7a9d56f2-7252-41b6-b985-9de24fd5dd63,sieve_task,36899991.0,995888574
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,35731231.0,975917143
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,36839688.0,1011485083
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,37826929.0,1041905359
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,36717801.0,1007520005
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,37731227.0,1039387677
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,37885828.0,1044377642
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,37649501.0,1061445061
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,37818384.0,1045208388
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,34718112.0,947369075
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,35045137.0,958092778
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,36955960.0,1047746287
c35254e6-2b4c-4b20-8238-48d91a443d4d,sieve_task,34065709.0,932180643
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37367152.0,1029233372
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37223111.0,1025280453
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37597255.0,1054026596
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37099332.0,1020052339
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,35790009.0,978679153
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37657131.0,1052812881
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37359889.0,1028906083
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,34696750.0,944889254
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37312771.0,1028954188
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,33741673.0,920626508
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,37431606.0,1038580608
f31a7843-abe4-4072-ab6a-1bcf9c6aa090,sieve_task,36035004.0,985257813
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,35588837.0,1003019471
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,40271198.0,1111990754
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,38010707.0,1043004482
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,39497397.0,1091639262
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,38535302.0,1064049106
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,37034085.0,1029119150
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,37634975.0,1036626615
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,38209130.0,1049771782
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,34223545.0,930319556
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,36763578.0,1005104559
ca93ec56-1fc2-4339-bf4a-81c4358e33ce,sieve_task,36493497.0,1023687598
