energy_j,elapsed_ns,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,mem_delta_bytes,ctx_voluntary,ctx_involuntary,io_read_calls,io_write_calls,battery_delta_uAh,nvme_nvme0n1_data_units_read_delta,nvme_nvme0n1_data_units_written_delta
306209970.0,15716589658,15.800000000001091,0.04000000000000625,0.13999999999987267,173.09999999997672,0.05000000000001137,0.0,0.00999999999999801,0.0,0.0,0.0,131072,37,0,44,1,0,0,2
298807097.0,15980488435,16.019999999998618,0.0,0.11000000000012733,175.6600000000035,0.040000000000020464,0.0,0.0,0.0,0.0,0.0,0,38,0,44,1,17000,0,1
295243629.0,15886611631,15.920000000000073,0.009999999999990905,0.07999999999992724,174.57000000000698,0.01999999999998181,0.0,0.0,0.0,0.0,0.0,0,28,0,44,1,18000,0,0
299971522.0,15960472943,16.0,0.19999999999998863,0.15000000000009095,175.7399999999907,0.10000000000002274,0.0,0.0,0.0,0.0,0.0,131072,41,0,44,1,0,0,2
297554903.0,15971920608,16.01000000000022,0.0,0.10999999999989996,175.57000000000698,0.010000000000047748,0.0,0.0,0.0,0.0,0.0,0,38,0,44,1,18000,0,1
303418047.0,16286144881,16.329999999999927,0.0,0.10000000000013642,179.03999999997905,0.0,0.0,0.0,0.0,0.0,0.0,0,39,0,44,1,17000,0,0
304481581.0,16041946340,16.079999999999927,0.22999999999998977,0.12999999999988177,176.54999999998836,0.06999999999999318,0.0,0.00999999999999801,0.0,0.0,0.0,131072,42,0,44,1,0,0,2
300246485.0,16185731011,16.269999999998618,0.0,0.11000000000012733,177.77999999999884,0.03000000000002956,0.0,0.0,0.0,0.0,0.0,0,29,0,44,1,18000,0,1
297392976.0,16148759314,16.220000000001164,0.0,0.12999999999988177,177.45999999999185,0.020000000000038654,0.0,0.0,0.0,0.0,0.0,0,37,0,44,1,18000,0,0
310972593.0,15838480686,15.899999999999636,0.20999999999999375,0.15999999999985448,174.2399999999907,0.07999999999998408,0.0,0.0,0.0,0.0,0.0,131072,39,0,44,1,19000,0,3
303485246.0,15619001668,15.659999999999854,0.0,0.09000000000014552,171.75,0.040000000000020464,0.0,0.0,0.0,0.0,0.0,0,37,0,44,1,0,0,0
304585647.0,15752468894,15.789999999999054,0.0,0.08999999999991815,173.0899999999965,0.0,0.0,0.0,0.0,0.0,0.0,0,26,0,44,1,19000,0,0
307888189.0,15827365237,15.880000000001019,0.20999999999999375,0.15000000000009095,174.25,0.0999999999999659,0.0,0.0,0.0,0.0,0.0,131072,46,0,44,1,18000,0,3
300284083.0,15928977358,15.979999999999563,0.0,0.08999999999991815,175.13999999998487,0.0,0.0,0.0,0.0,0.0,0.0,0,38,0,44,1,0,0,0
304996411.0,16409069800,16.44999999999891,0.0,0.10000000000013642,180.31999999997788,0.0,0.0,0.0,0.0,0.0,0.0,0,28,0,44,1,18000,0,0
298224334.0,16022635146,16.090000000000146,0.18000000000000682,0.15000000000009095,176.47000000000116,0.07999999999998408,0.0,0.00999999999999801,0.0,0.0,0.0,131072,41,0,44,1,19000,0,2
296964389.0,16034546344,16.100000000000364,0.0,0.10999999999989996,176.27999999999884,0.029999999999972715,0.0,0.0,0.0,0.0,0.0,0,40,0,44,1,0,0,0
295933569.0,16159676448,16.200000000000728,0.010000000000005116,0.10000000000013642,177.63000000000466,0.01999999999998181,0.0,0.0,0.0,0.0,0.0,0,43,0,44,1,17000,0,1
305066663.0,16045490087,16.079999999999927,0.2400000000000091,0.13000000000010914,176.6600000000035,0.10000000000002274,0.0,0.0,0.0,0.0,0.0,131072,41,0,44,1,18000,0,2
300711754.0,15933212267,15.960000000000946,0.0,0.07999999999992724,175.2399999999907,0.0,0.0,0.0,0.0,0.0,0.0,0,39,0,44,1,19000,0,0
302179219.0,15889642178,15.930000000000291,0.0,0.08999999999991815,174.77000000001863,0.0,0.0,0.010000000000005116,0.0,0.0,0.0,0,37,0,44,1,0,0,0
299259488.0,16150223519,16.19000000000051,0.21999999999999886,0.13999999999987267,177.79999999998836,0.10000000000002274,0.0,0.0,0.0,0.0,0.0,131072,42,1,44,1,18000,0,3
297215242.0,16061967038,16.1299999999992,0.010000000000005116,0.10000000000013642,176.4200000000128,0.029999999999972715,0.0,0.0,0.0,0.0,0.0,0,24,0,44,1,18000,0,1
306346017.0,15803911242,15.880000000001019,0.0,0.10999999999989996,173.60999999998603,0.020000000000038654,0.0,0.0,0.0,0.0,0.0,0,26,0,44,1,0,0,0
303546708.0,16267782605,16.329999999999927,0.21999999999999886,0.18000000000006366,179.0800000000163,0.08000000000004093,0.0,0.0,0.0,0.0,0.0,131072,34,0,44,1,18000,0,3
296696566.0,16021944296,16.05999999999949,0.0,0.08999999999991815,176.14000000001397,0.01999999999998181,0.0,0.0,0.0,0.0,0.0,0,43,0,44,1,18000,0,0
303000749.0,16375867448,16.420000000000073,0.0,0.09000000000014552,179.95000000001164,0.0,0.0,0.00999999999999801,0.0,0.0,0.0,0,27,0,44,1,0,0,0
315000598.0,16085507793,16.1299999999992,0.20000000000000284,0.15000000000009095,177.14999999999418,0.09000000000003183,0.0,0.0,0.0,0.0,0.0,131072,41,0,44,1,18000,0,2
296221959.0,16153277313,16.200000000000728,0.009999999999990905,0.09999999999990905,177.5100000000093,0.07999999999998408,0.0,0.0,0.0,0.0,0.0,0,45,0,44,1,19000,0,0
308148930.0,15888141567,15.950000000000728,0.0,0.12000000000011823,174.6600000000035,0.01999999999998181,0.0,0.00999999999999801,0.0,0.0,0.0,0,39,0,44,1,19000,0,1
302534991.0,16219038101,16.280000000000655,0.21000000000000796,0.11999999999989086,178.59999999997672,0.08999999999997499,0.0,0.0,0.0,0.0,0.0,131072,40,0,44,1,0,0,2
298553129.0,16272808425,16.31999999999971,0.0,0.11000000000012733,178.88000000000466,0.029999999999972715,0.0,0.0,0.0,0.0,0.0,0,40,0,44,1,18000,0,1
306801827.0,16199938797,16.23999999999978,0.0,0.10999999999989996,178.11000000001513,0.03000000000002956,0.0,0.0,0.0,0.0,0.0,0,40,0,44,1,18000,0,1
300929589.0,15880367163,15.920000000000073,0.20000000000000284,0.14999999999986358,174.89999999999418,0.10000000000002274,0.0,0.0,0.0,0.0,0.0,131072,42,1,44,1,0,0,2
300233606.0,15881887013,15.920000000000073,0.0,0.10000000000013642,174.62000000002445,0.029999999999972715,0.0,0.00999999999999801,0.0,0.0,0.0,0,36,0,44,1,18000,0,1
299789393.0,16302202023,16.51000000000022,0.0,0.16999999999984539,178.97000000000116,0.0,0.0,0.0,0.0,0.0,0.0,0,42,0,44,1,18000,0,0
298071686.0,16206654466,16.25,0.21999999999999886,0.14999999999986358,178.4200000000128,0.07999999999998408,0.0,0.0,0.0,0.0,0.0,131072,41,0,44,1,0,0,3
303593155.0,15739267902,15.779999999998836,0.0,0.11000000000012733,173.02000000001863,0.0,0.0,0.0,0.0,0.0,0.0,0,40,0,44,1,18000,0,0
291380907.0,16409479770,16.460000000000946,0.0,0.12999999999988177,180.38000000000466,0.009999999999990905,0.0,0.0,0.0,0.0,0.0,0,40,0,44,1,19000,0,0
306733650.0,15870861593,15.899999999999636,0.21999999999999886,0.12999999999988177,174.80000000001746,0.07999999999998408,0.0,0.010000000000005116,0.0,0.0,0.0,131072,39,0,44,1,18000,0,2
295949010.0,16031386158,16.079999999999927,0.0,0.10000000000013642,176.25,0.009999999999990905,0.0,0.0,0.0,0.0,0.0,0,38,0,44,1,0,0,0
302440876.0,16353698915,16.389999999999418,0.0,0.09999999999990905,179.6600000000035,0.01999999999998181,0.0,0.0,0.0,0.0,0.0,0,29,0,44,1,18000,0,1
305052136.0,15980912596,16.05000000000109,0.21999999999999886,0.16000000000008185,175.79000000000815,0.10000000000002274,0.0,0.0,0.0,0.0,0.0,131072,23,0,44,1,18000,0,2
295537208.0,16039538257,16.089999999998327,0.0,0.10999999999989996,176.32000000000698,0.020000000000038654,0.0,0.00999999999999801,0.0,0.0,0.0,0,41,0,44,1,0,0,1
296691806.0,16070311943,16.150000000001455,0.0,0.10000000000013642,176.6600000000035,0.029999999999972715,0.0,0.0,0.0,0.0,0.0,0,41,0,44,1,18000,0,0
314990892.0,15748747032,15.779999999998836,0.21000000000000796,0.13000000000010914,173.34999999997672,0.07999999999998408,0.0,0.0,0.0,0.0,0.0,131072,28,0,44,1,19000,0,2
304901381.0,15761493232,15.819999999999709,0.0,0.08999999999991815,173.92999999999302,0.05000000000001137,0.0,0.0,0.0,0.0,0.0,0,38,0,44,1,0,0,0
304251967.0,15653582918,15.680000000000291,0.0,0.08999999999991815,172.13000000000466,0.03999999999996362,0.0,0.0,0.0,0.0,0.0,0,39,0,44,1,19000,0,0
299534939.0,16259692780,16.290000000000873,0.20000000000000284,0.13999999999987267,179.04999999998836,0.07999999999998408,0.0,0.00999999999999801,0.0,0.0,0.0,131072,37,0,44,1,18000,0,2
