run_uuid,func_name,call_count,total_energy_j,total_elapsed_ns
b1332ea7-d845-46c4-bcd9-c6d292da57a5,matmul_task,6,298104951.0,10275997688
674a58d8-4eb5-481c-9978-7d138b2902d3,matmul_task,6,332766605.0,11435828662
5dc1e58e-6364-4faa-8d4c-1b8530b2e8a6,matmul_task,6,340822370.0,11825175363
b695a0fa-43ac-49dc-a25e-49918e089a72,matmul_task,6,312800529.0,10731103288
cd8f6257-88ad-461a-a989-9db18e0a5e9c,matmul_task,6,330259408.0,11384467694
36e82b8d-ea6f-44e1-b382-f74b8bd9e0a5,matmul_task,6,343659948.0,11869464584
db6999b7-d5d9-409b-bcb7-257d0265b700,matmul_task,6,338367423.0,11593037388
c186e787-702e-4691-8cbe-33ff8e964d02,matmul_task,6,326884784.0,11136949573
0f90042e-2dd8-417e-8c8c-54faab2393fb,matmul_task,6,335963252.0,11666922421
65f9ccd5-e28b-4ecb-a300-c7affa5b0e5c,matmul_task,6,331687139.0,11475898712
c0b7a310-270d-49fa-8425-4d43fc11fb92,matmul_task,6,325187156.0,11382291105
a31c3def-a124-48b0-a311-0dc1510506d7,matmul_task,6,335264278.0,11469227616
03b7662c-01c9-4e48-b591-f048d408d92d,matmul_task,6,337008656.0,11529635639
54cf2b36-ced6-40d9-a5e1-b17392a3ed4a,matmul_task,6,330757392.0,11232893905
551057bd-cb50-4a44-938f-5dc9ea021dff,matmul_task,6,326552752.0,11168406576
645965a2-a10d-4729-b781-1f1b2751e01e,matmul_task,6,337343742.0,11683695971
c8db8ffc-a299-415c-bf82-f0312429c969,matmul_task,6,335796261.0,11659700213
686b1ead-90cb-4688-a931-9c3366378bab,matmul_task,6,340216111.0,11579134955
a16fbfcb-e9b3-4458-81a8-45ce835b173b,matmul_task,6,344952971.0,12104652776
4fb7878d-2fe7-43b9-95a9-1512dbf96524,matmul_task,6,344688083.0,11851385062
c9b8db61-0e05-40b5-999f-169ea67c59a9,matmul_task,6,347598293.0,12032627644
998007c0-0577-470a-9a9a-e4b9f6e95b2a,matmul_task,6,331689822.0,11339325830
9e83113c-9b53-462b-a793-84c28b05d1b1,matmul_task,6,338547164.0,11836829913
a01a8026-d63d-4584-a383-e3b4b42668f5,matmul_task,6,326582478.0,11182646397
d7156a6b-0932-41aa-aa98-cda98392d33a,matmul_task,6,333274295.0,11421121482
7b6bd3ed-2323-40e5-89de-6ce9bf9b0eac,matmul_task,6,337368703.0,11714750995
036985a1-683f-4942-a5c6-609a0936f406,matmul_task,6,347586206.0,12040236319
a3dbb9c6-6009-40a7-9fb7-b772bcec73d0,matmul_task,6,325828881.0,11322587531
566a657b-4d9d-4c48-8271-19e6f6de6d80,matmul_task,6,334260128.0,11441068996
48ee30ce-ad52-4c40-ae1e-3e902f3c7eab,matmul_task,6,335128293.0,11593335970
b302b9ac-bbae-48fb-9564-a8524648aa60,matmul_task,6,335426933.0,11710074391
fc43cbd8-5267-4b2b-ab2d-0e16c76458dc,matmul_task,6,322180573.0,10989947293
efdcc9a8-2c7b-408a-be10-d55540f1d08a,matmul_task,6,329176708.0,11315897434
b8b76765-c99b-4311-b6e2-1d57cacc9062,matmul_task,6,323604762.0,11042669526
4f4cabbf-a178-443b-aef2-1df2816b3225,matmul_task,6,326897723.0,11358605654
2df7f76b-7cee-4540-b7b2-884cfc35f5f0,matmul_task,6,322687649.0,11120840270
5e378fb5-8c4b-4733-96a6-48651ab9d063,matmul_task,6,335621274.0,11850846626
c9447fcc-b204-40ca-9e03-e8a34f772576,matmul_task,6,339380541.0,11637990704
0a08938a-805d-45f6-b65d-ef0c64cc5139,matmul_task,6,338874074.0,11601712427
876b70ad-fbef-4de6-9683-69464526942f,matmul_task,6,328205640.0,11250503386
dc4aa836-f897-4c34-ab8b-f14d08da22ff,matmul_task,6,331643257.0,11391287542
b8f65f43-87c7-4ce8-9c8f-f9da30d28ca4,matmul_task,6,333277346.0,11507129520
43b2c4c3-5b8b-4459-a083-bf71accab10e,matmul_task,6,308146793.0,10774987373
36a2f8a1-e154-41d5-8803-beeeb6b19e3d,matmul_task,6,324379847.0,11117415018
a49b9f39-d671-4cc0-9a52-9ba345408f21,matmul_task,6,340460006.0,11780671096
