run_uuid,energy_j,elapsed_ns,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,mem_delta_bytes,ctx_voluntary,ctx_involuntary,io_read_calls,io_write_calls,nvme_nvme0n1_data_units_read_delta,nvme_nvme0n1_data_units_written_delta
1ed5459e-532d-4ca6-919b-4a3944fd90b8,110276146.0,5308695478,6.880000000001019,0.0,0.31999999999993634,56.689999999987776,0.10999999999999943,0.0,0.0,0.0,0.0,0.0,131072,25,0,1476,34,0,0
3e41ac06-8b52-4c32-89c9-fa05487e8592,109027797.0,5124747987,6.709999999999127,0.0,0.2799999999999727,54.080000000001746,0.05999999999999517,0.0,0.0,0.0,0.0,0.0,0,27,0,1465,35,0,0
5c274150-9de7-4340-8132-03bfc55fa145,104308571.0,4968220751,6.319999999999709,0.0,0.22000000000002728,52.66000000000349,0.020000000000003126,0.0,0.0,0.0,0.0,0.0,0,27,0,1465,35,0,0
b4d55a4f-a318-41e8-8304-b56b1f6abfc6,97064571.0,4881561205,6.200000000000728,0.05999999999999872,0.14000000000010004,52.58999999999651,0.04999999999999716,0.0,0.0,0.0,0.0,0.0,131072,13,0,1476,34,0,1
af881682-1e95-4c6a-b982-02f48081067e,82494113.0,5420886958,6.739999999999782,0.0,0.10999999999989996,58.720000000001164,0.060000000000002274,0.0,0.0,0.0,0.0,0.0,0,27,0,1465,35,0,1
3e2b3788-adb6-4b80-8924-42c113f6a7f7,94777468.0,4576789328,5.869999999998981,0.0,0.08999999999991815,49.529999999998836,0.03999999999999915,0.0,0.009999999999990905,0.0,0.0,0.0,0,27,0,1465,35,0,0
8a620362-dd6e-42ab-93f5-3b6d9f4b57fb,98330132.0,4739173546,6.059999999999491,0.060000000000002274,0.13999999999987267,51.19999999999709,0.05000000000000426,0.0,0.0,0.0,0.0,0.0,131072,27,0,1476,34,0,2
654478ba-7bde-4293-be48-2046d209dd66,89480606.0,5207986940,6.5,0.0,0.10000000000013642,56.40999999998894,0.04999999999999716,0.0,0.0,0.0,0.0,0.0,0,28,0,1465,35,0,0
79dfedd3-5891-4dd6-bb78-2f010901bc79,96838313.0,4718257942,6.0,0.0,0.08999999999991815,51.25,0.05999999999999517,0.0,0.0,0.0,0.0,0.0,0,27,0,1465,35,0,0
698ad6ed-e483-4f9b-8df3-8c7419fa2bdc,96493588.0,4675845554,5.980000000001382,0.060000000000002274,0.12999999999988177,50.48999999999069,0.04999999999999716,0.0,0.009999999999990905,0.0,0.0,0.0,131072,27,0,1476,34,0,1
e488d71e-de6a-4e80-9b52-cca660040f1f,94868044.0,4580083095,5.859999999998763,0.0,0.10000000000013642,49.580000000001746,0.03999999999999915,0.0,0.0,0.0,0.0,0.0,0,27,0,1465,35,0,1
55821525-c340-4ee4-9a9a-516b665d0810,97774775.0,4743481119,6.050000000001091,0.0,0.10999999999989996,51.49000000000524,0.060000000000002274,0.0,0.0,0.0,0.0,0.0,0,25,0,1465,35,0,0
b27493bc-4262-466f-8060-87974fc75235,99570851.0,4805256768,6.130000000001019,0.05000000000000071,0.14000000000010004,51.879999999990105,0.04999999999999716,0.0,0.0,0.0,0.0,0.0,131072,28,0,1476,34,0,2
569b5f69-05d1-4087-bf89-24f78b1d3994,78451214.0,5401367733,6.690000000000509,0.00999999999999801,0.13999999999987267,58.529999999998836,0.05000000000000426,0.0,0.0,0.0,0.0,0.0,0,26,0,1465,35,0,0
3265d07e-d661-4ca5-a483-b6be766a87e2,97830256.0,4721492509,6.030000000000655,0.0,0.09000000000014552,51.270000000004075,0.04999999999999716,0.0,0.0,0.0,0.0,0.0,0,28,0,1465,35,0,0
0001adde-d7d1-4832-890f-2be33c58ad5d,86332116.0,5178912136,6.5,0.05000000000000071,0.14999999999986358,55.5,0.01999999999999602,0.0,0.0,0.0,0.0,0.0,131072,28,0,1476,34,0,1
