energy_j,elapsed_ns,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,mem_delta_bytes,ctx_voluntary,ctx_involuntary,io_read_calls,io_write_calls,battery_delta_uAh,nvme_nvme0n1_data_units_read_delta,nvme_nvme0n1_data_units_written_delta,rapl_J
231445270.0,10515791085,10.519999999999982,0.2200000000000024,0.3400000000000318,115.61000000000058,0.0699999999999931,0.0,0.0,0.0,0.0,0.0,131072,439,300,1028,1,0,0,2,231445270.0
185525526.0,10514616212,10.509999999999764,0.0,0.3500000000000227,115.25999999999476,0.019999999999996,0.0,0.0,0.0,0.0,0.0,0,556,114,1028,1,19000,0,0,185525526.0
183400104.0,10515649999,10.519999999999982,0.0,0.3299999999999272,115.40999999999622,0.0100000000000051,0.0,0.0,0.0,0.0,0.0,0,569,108,1028,1,0,0,0,183400104.0
237652895.0,10515017403,10.510000000000218,0.1999999999999993,0.3300000000000409,115.25,0.0200000000000102,0.0,0.0,0.0,0.0,0.0,0,583,113,1028,1,19000,0,2,237652895.0
235220528.0,10515027944,10.5,0.0,0.2899999999999636,115.37999999999738,0.0099999999999909,0.0,0.0099999999999997,0.0,0.0,0.0,0,559,113,1028,1,0,0,0,235220528.0
236019293.0,10514513450,10.510000000000218,0.0,0.2799999999999727,115.48999999999796,0.0,0.0,0.0,0.0,0.0,0.0,0,578,105,1028,1,0,0,0,236019293.0
183108174.0,10516763657,10.539999999999964,0.2200000000000024,0.4099999999999681,115.50999999999476,0.0699999999999931,0.0,0.0,0.0,0.0,0.0,131072,568,124,1028,1,20000,0,3,183108174.0
181672936.0,10515547189,10.490000000000236,0.0,0.3400000000000318,115.44999999999708,0.0,0.0,0.0099999999999997,0.0,0.0,0.0,0,577,108,1028,1,0,0,0,181672936.0
181079065.0,10515740591,10.509999999999764,0.0,0.3300000000000409,115.42000000000552,0.0,0.0,0.0,0.0,0.0,0.0,0,573,109,1028,1,18000,0,0,181079065.0
204514552.0,10515493280,10.519999999999982,0.2300000000000004,0.2899999999999636,115.61000000000058,0.0900000000000034,0.0,0.0,0.0,0.0,0.0,0,560,118,1028,1,0,0,2,204514552.0
202522370.0,10515379207,10.489999999999782,0.0,0.3100000000000591,115.40000000000146,0.0100000000000051,0.0,0.0,0.0,0.0,0.0,0,576,112,1028,1,18000,0,0,202522370.0
202979949.0,10516403447,10.510000000000218,0.0,0.3500000000000227,115.38999999999942,0.0100000000000051,0.0,0.0,0.0,0.0,0.0,0,571,103,1028,1,0,0,0,202979949.0
238803100.0,10515317495,10.519999999999982,0.1999999999999993,0.3899999999999863,115.59999999999854,0.0700000000000073,0.0,0.0,0.0,0.0,0.0,0,583,132,1028,1,19000,0,2,238803100.0
239017699.0,10515083399,10.480000000000018,0.0,0.3300000000000409,115.48999999999796,0.0,0.0,0.0,0.0,0.0,0.0,0,572,113,1028,1,0,0,0,239017699.0
239229063.0,10514955147,10.509999999999764,0.0,0.2999999999999545,115.49000000000524,0.0,0.0,0.0100000000000006,0.0,0.0,0.0,0,565,96,1028,1,21000,0,0,239229063.0
180669033.0,10516273362,10.5300000000002,0.2199999999999988,0.3999999999999772,115.54000000000087,0.0799999999999983,0.0,0.0,0.0,0.0,0.0,0,569,123,1028,1,0,0,3,180669033.0
230441365.0,10516571789,10.510000000000218,0.0,0.32000000000005,115.34999999999854,0.0100000000000051,0.0,0.0,0.0,0.0,0.0,0,557,99,1028,1,20000,0,0,230441365.0
230539632.0,10516427925,10.519999999999982,0.0,0.3500000000000227,115.37999999999738,0.0,0.0,0.0,0.0,0.0,0.0,0,562,101,1028,1,0,0,0,230539632.0
179308806.0,10515197135,10.5300000000002,0.2300000000000004,0.3799999999999954,115.54999999999563,0.0799999999999983,0.0,0.0,0.0,0.0,0.0,131072,567,112,1028,1,19000,0,2,179308806.0
178442964.0,10516542169,10.519999999999982,0.0,0.3400000000000318,115.41999999999824,0.0099999999999909,0.0,0.0099999999999997,0.0,0.0,0.0,0,566,108,1028,1,0,0,0,178442964.0
204869287.0,10516525509,10.519999999999982,0.0,0.2899999999999636,115.43000000000028,0.0099999999999909,0.0,0.0,0.0,0.0,0.0,0,568,109,1028,1,0,0,0,204869287.0
