energy_j,elapsed_ns,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,mem_delta_bytes,ctx_voluntary,ctx_involuntary,io_read_calls,io_write_calls,battery_delta_uAh,nvme_nvme0n1_data_units_read_delta,nvme_nvme0n1_data_units_written_delta,rapl_J
21315925.0,10087703752,0.1500000000000909,0.0600000000000022,0.3500000000000227,121.05000000000292,0.0700000000000073,0.0,0.0,0.0,0.0,0.0,0,381,2,428,1,0,0,0,21315925.0
16722491.0,10081014065,0.1300000000001091,0.0,0.2400000000000091,120.70999999999184,0.0,0.0,0.0099999999999997,0.0,0.0,0.0,0,278,0,428,1,0,0,0,16722491.0
17623551.0,10085411975,0.1199999999998908,0.0,0.2799999999999727,120.61000000000058,0.0,0.0,0.0,0.0,0.0,0.0,0,327,0,428,1,8000,0,0,17623551.0
21570380.0,10098073888,0.1400000000003274,0.0599999999999951,0.3400000000000318,121.14999999999418,0.0699999999999931,0.0,0.0100000000000015,0.0,0.0,0.0,0,522,0,428,1,0,0,1,21570380.0
16365315.0,10078015886,0.099999999999909,0.0,0.2400000000000091,120.66999999999824,0.0100000000000051,0.0,0.0,0.0,0.0,0.0,0,242,1,428,1,6000,0,0,16365315.0
17862564.0,10069598931,0.1300000000001091,0.0,0.2899999999999636,120.43000000000757,0.0499999999999971,0.0,0.0,0.0,0.0,0.0,0,118,0,428,1,0,0,1,17862564.0
21594915.0,10099265920,0.1199999999998908,0.0600000000000022,0.349999999999909,121.16000000000348,0.0900000000000034,0.0,0.0099999999999997,0.0,0.0,0.0,0,507,0,428,1,7000,0,1,21594915.0
16488056.0,10069088912,0.099999999999909,0.0,0.2599999999999909,120.55999999999769,0.0,0.0,0.0,0.0,0.0,0.0,0,141,2,428,1,0,0,0,16488056.0
18392592.0,10069343006,0.1100000000001273,0.0,0.3099999999999454,120.47999999999593,0.0,0.0,0.0,0.0,0.0,0.0,0,118,3,428,1,6000,0,0,18392592.0
22260258.0,10097145458,0.1700000000000727,0.0600000000000022,0.3399999999999181,121.13999999999942,0.0499999999999971,0.0,0.0099999999999997,0.0,0.0,0.0,0,521,0,428,1,0,0,1,22260258.0
