run_uuid,func_name,call_count,total_energy_j,total_elapsed_ns
e9f24718-9438-442d-b44f-59206b0b100b,write_chunk,100,6385291.0,801250664
fe344046-a427-4ba3-b319-8d9af72b626a,write_chunk,100,8005177.0,801174039
ab381c12-1dee-46d4-b20f-3d82f4bf0316,write_chunk,100,6687663.0,819308858
53b4cfad-6dbc-4a6f-83cd-2faf7b5f65e3,write_chunk,100,7041911.0,813589418
ecd24926-dfe7-4a26-a52d-a0a546159f82,write_chunk,100,6025257.0,838252041
ec7db9f1-84b0-4160-8393-4d57fc213c19,write_chunk,100,6066640.0,822809925
e9fccb14-5dbb-40c9-b0de-6edd035a8f38,write_chunk,100,6357151.0,821991229
ab9f3526-83c3-49d7-b52a-61505dae0de2,write_chunk,100,6474719.0,823593780
4c0ccc91-0c57-46cf-96e7-6dca49fbf93c,write_chunk,100,6704205.0,828331487
16fce8dd-9ab2-4e50-9536-bcefb7d2ab69,write_chunk,100,6242484.0,814931168
abebfeb3-ec82-4a44-a568-94f9f66c90ec,write_chunk,100,6170286.0,817277928
cb9bee22-8855-4861-9a28-f1790330f158,write_chunk,100,6022814.0,846941722
30d93393-b403-4b75-93e5-17e2e71337cf,write_chunk,100,6955676.0,825281288
4126b073-93ee-4707-9e37-7edc682ca56f,write_chunk,100,6252057.0,830379970
c94bd957-408c-46ba-8c4a-5e8d11bc5d60,write_chunk,100,6209576.0,828875679
13f4d7ca-b393-4f21-9ab6-952944fe4c88,write_chunk,100,6253217.0,829143696
954f21f7-ab19-4940-ab7f-4d4963958628,write_chunk,100,6115221.0,850013702
1ebcdb41-4c1e-4b11-9f9c-7c08eafb7db2,write_chunk,100,6008839.0,841809383
707796a2-3b5e-4c1d-9286-26a6db8cd846,write_chunk,100,6385177.0,856876131
ffec7adf-fc9a-45b1-8031-07593e10032f,write_chunk,100,6001512.0,854761596
0232e2ca-0c5b-4bde-b236-9ab5ab6f183f,write_chunk,100,6634991.0,873281917
a97e8f09-179f-419d-9bcd-d40c20236a3b,write_chunk,100,7413314.0,835433962
2efbde2c-8323-43b5-afd4-1b7cf957f42c,write_chunk,100,6753528.0,851105417
2976ce91-58f0-4813-b035-1d63918d0ee3,write_chunk,100,6523719.0,862001706
db56e885-bb25-46d2-86a4-66d82d6107eb,write_chunk,100,6395915.0,849575595
7ff7a1f7-a078-4d6c-a9e9-6079e2195f34,write_chunk,100,6333415.0,883460548
21b31144-39bc-4f1b-b2ea-b4df7615fa50,write_chunk,100,6665572.0,876572774
93395cce-0da2-4661-9a14-10d2b8db2ce4,write_chunk,100,6480333.0,874682086
23b4484c-b603-4cb3-984e-5f52f79edd74,write_chunk,100,6387979.0,876898505
afdebedc-b980-42df-8ba6-ad56e9e761fd,write_chunk,100,6123221.0,886163405
bc2d5a71-c460-46a9-9131-ba5fb85e4f2c,write_chunk,100,7129989.0,869438242
131dbde7-c4b4-4f8e-a9f2-69547b9701b0,write_chunk,100,6370345.0,889442052
e199fa2c-862b-4371-853f-56011aa93cc7,write_chunk,100,6452680.0,892617763
99450c8e-12c0-4d7a-99b9-fb9fc912dbf1,write_chunk,100,6819018.0,904151923
bc086929-147d-4cec-9a3f-fbdb43a95187,write_chunk,100,6374083.0,893593385
993c1922-7c61-4693-9bb7-38b623ecbb88,write_chunk,100,6978420.0,905209529
