run_uuid,func_name,call_count,total_energy_j,total_elapsed_ns
6c604eff-75f1-4d94-b8a6-248369de5ca8,write_chunk,1024,1899164.0,75017176
ed338693-90c9-45ad-bf69-e89100d1175a,write_chunk,1024,1556457.0,65571754
dd74137f-fccb-4bfd-adc3-29b6fb2d419e,write_chunk,1024,1369016.0,62881857
4903ecfe-c56b-4437-adfd-9e46a4dfe144,write_chunk,1024,1865592.0,65093485
fd5a62a5-abf9-400d-8e31-d51a96abd155,write_chunk,1024,1289977.0,61578899
6aded8ce-4bc4-4460-af42-83f50e2de89b,write_chunk,1024,1718080.0,63271998
c2e24d59-ddaa-4d21-830f-c313db922cca,write_chunk,1024,1949275.0,64602651
47a9653d-d9f3-4385-aabc-fa7be906e7ea,write_chunk,1024,1852833.0,67645152
9630a7bf-d95a-40e4-89ce-8e55eb991534,write_chunk,1024,1896597.0,64822990
2809af10-8643-4dce-9250-ebbab7b45c5a,write_chunk,1024,1580263.0,62498624
b30b96f6-58cd-48f8-915a-f421205f0f11,write_chunk,1024,1491214.0,60759962
1e7aefac-c6d9-4b3a-80c0-28615f7f3652,write_chunk,1024,2638912.0,78128586
eb8733fa-2fc1-4020-949a-5bfe25d5013c,write_chunk,1024,1752679.0,71979106
c4be4ef1-38db-46d4-813a-9054a1b5eaf4,write_chunk,1024,1472107.0,62682760
a9f478e6-be60-435a-b18f-142b5dc2b6d6,write_chunk,1024,1485847.0,63964683
f76c9bf3-da9a-4374-841d-fd581c5a8c69,write_chunk,1024,2125603.0,63592436
031f2599-fe5d-49bd-a2ba-5c7dae069c68,write_chunk,1024,1745181.0,64195852
66d8ef1e-5577-415a-8441-29ae375bf0d0,write_chunk,1024,2032041.0,64820505
e51c14be-3659-4bcc-bc43-dbd18d2f8754,write_chunk,1024,1815132.0,63502698
ba68ab43-56a6-4ef7-bad4-9a14eb547707,write_chunk,1024,1838793.0,67262089
f9428db4-c9c5-4ec2-86a0-a11e2eca195f,write_chunk,1024,1825738.0,61976078
2db96288-a518-434e-bd83-b73bfb972be0,write_chunk,1024,2084218.0,68317874
3faccd45-a269-4d64-a5fd-a2096fb49602,write_chunk,1024,1343009.0,61186468
7ec8a305-1647-4125-9fea-27ba69be7f61,write_chunk,1024,1926559.0,69486649
4bb767ee-2b10-4fb4-8214-737aca433d8c,write_chunk,1024,1899715.0,70521859
385be1d8-56a1-49bd-94a7-409ca5e10e85,write_chunk,1024,1901299.0,65094251
8ada222b-af95-4bf3-b06f-65f19df41457,write_chunk,1024,1643175.0,62835188
bf1e80ac-5ef1-470d-9372-fda882d1d9b4,write_chunk,1024,2041253.0,68942977
6d4cc822-a1a2-4c48-9db2-bbaea4a725e4,write_chunk,1024,1776058.0,68229135
a52764ff-1355-441a-8f24-517cebe4bbf9,write_chunk,1024,1266908.0,61432952
5e28389d-d3cb-4fc8-bec8-6f1c5b6ccf8a,write_chunk,1024,2158381.0,70289721
7c2a48d6-d9b3-483a-9754-bdf36839da71,write_chunk,1024,1706652.0,62623942
e1aa73ff-87a9-4844-a384-1d9b3f054ff8,write_chunk,1024,1484859.0,62841498
