run_uuid,func_name,call_count,total_energy_j,total_elapsed_ns
31267a5c-fe0b-41c7-9a81-e9445af9b7b9,write_chunk,1024,30950415.0,3645079866
bb4bdf10-408b-4721-a149-b61f43e6e479,write_chunk,1024,27739933.0,3684838054
c590f639-6df3-4b98-8f8b-a79bae24390a,write_chunk,1024,30873519.0,3672917948
d9a13538-5ff2-49bb-a4bc-e6094eef5cc2,write_chunk,1024,29100653.0,3648132220
39984e9d-1beb-4016-807b-135c5bad6d99,write_chunk,1024,30250014.0,3676798386
ccf9f2f9-f6e2-49ce-97d7-79e5a6d1b273,write_chunk,1024,31081357.0,3627836554
3da42e5d-bbf9-43a8-ab0b-fbe98afb7a2a,write_chunk,1024,29432656.0,3676003776
7cf08d63-e6b0-44b6-bb59-2f3bcd57934b,write_chunk,1024,31721833.0,3688038528
6b170418-93e6-438d-b28e-e4d9d27bad7f,write_chunk,1024,29268654.0,3717179475
747cae6a-8135-41da-9738-3149a24bfac9,write_chunk,1024,32088604.0,3625646472
ee943f6e-4e3c-4239-95cc-ffdf8f028687,write_chunk,1024,29972446.0,3738334051
3905bc71-82d5-445d-9f25-9237156eeee6,write_chunk,1024,27965497.0,3761151688
9c71e237-4869-405b-a0d7-89980c8399c9,write_chunk,1024,31911656.0,3756873081
fd098129-3c74-42c1-a530-0c78cfe7d41b,write_chunk,1024,30737422.0,3756248572
2216451e-88ca-4802-a88d-f394538355f3,write_chunk,1024,30535694.0,3729050097
56319838-45ae-427d-bfd8-a7ae53481990,write_chunk,1024,31329997.0,3727419312
4d40321e-47de-4dca-89b3-428706302772,write_chunk,1024,27908630.0,3835690827
d1dee378-cc77-407e-a107-de8691953599,write_chunk,1024,30632999.0,3817190416
01245660-04c6-49e6-a616-08a16d735919,write_chunk,1024,32202197.0,3646436201
b56a4474-ec6b-4e1d-8364-62afa65cf5b1,write_chunk,1024,28723069.0,3742724713
fe67d807-84a2-4819-85c5-fb842ca10abd,write_chunk,1024,28005836.0,3782448417
81f9cc86-a412-46c2-9649-7170510bad26,write_chunk,1024,33265531.0,3701280427
08bd38fc-9b89-41de-b925-c6028a59f11c,write_chunk,1024,27939516.0,3758642606
d59e3fa2-39a3-4b42-a247-bdf4a2181f44,write_chunk,1024,27453234.0,3714880817
3f74170a-25f9-4b99-83dd-9f82f92b340f,write_chunk,1024,29394161.0,3681112060
ab90be29-9b82-45ae-8181-336f750b0987,write_chunk,1024,29618217.0,3722684802
96cde26b-30c5-40ae-8858-8e6f1edadf31,write_chunk,1024,27625357.0,3771443672
826108a0-8590-466b-b7c9-9c397c50c751,write_chunk,1024,32784521.0,3698732925
99a2fbef-257c-4033-9e85-28a6608db53e,write_chunk,1024,30954334.0,3734161584
dc5b350d-760d-4af3-abb3-4f9121a14f28,write_chunk,1024,30222445.0,3654924819
43505800-4b2f-4f93-990a-5f7a2559e9c0,write_chunk,1024,33705157.0,3697792361
e13b7f7d-c57a-4c77-a644-a0fb4b00fa1e,write_chunk,1024,31959760.0,3719981902
41fac5cb-0b73-498d-9825-278aa3614547,write_chunk,1024,32356426.0,3792033781
fa06e200-d9a6-4fce-9b6a-b532c0b8adcb,write_chunk,1024,29112175.0,3805018117
8dff0f82-d62a-4763-9f5e-0131fe23c4e7,write_chunk,1024,30850876.0,3839133458
ce02ea92-ad6a-43c6-808c-e3565c0e9b6a,write_chunk,1024,31341784.0,3846814920
cfdc254b-eed5-4f49-928f-e034f290bd89,write_chunk,1024,32984417.0,3690251585
dff6a1bb-48b0-4233-8a38-da04f1f17efe,write_chunk,1024,31340487.0,3862091523
e2f4e2c4-2f68-4d6a-b57e-5ed22ba630fd,write_chunk,1024,33089862.0,3820738925
bfbd148c-762c-4e65-ba80-d205c5abb80a,write_chunk,1024,32757785.0,3780111095
609c5d20-a62a-452c-aa6a-a458e5e2c3eb,write_chunk,1024,32576336.0,3851251568
591a7aff-0eb6-4ae8-9cfe-85df455ab80c,write_chunk,1024,33440109.0,3912964205
5337b75f-9b08-4e53-b16c-ad41bdc152fb,write_chunk,1024,31153158.0,3919412770
c7069e23-3e37-4530-a55a-38a8f6417d66,write_chunk,1024,32117335.0,3939762304
87234844-5f7c-415b-adec-29dadf008795,write_chunk,1024,31245099.0,3993102733
