energy_j,elapsed_ns,cpu_user,cpu_nice,cpu_system,cpu_idle,cpu_iowait,cpu_irq,cpu_softirq,cpu_steal,cpu_guest,cpu_guest_nice,mem_delta_bytes,ctx_voluntary,ctx_involuntary,io_read_calls,io_write_calls,battery_delta_uAh,nvme_nvme0n1_data_units_read_delta,nvme_nvme0n1_data_units_written_delta,elapsed_s,net_uAh,rapl_J,vol_cs
314972399.0,15712386338,15.769999999999529,0.2099999999999937,0.1700000000000727,173.05999999999767,0.0800000000000409,0.0,0.0,0.0,0.0,0.0,131072,26,0,32,1,0,0,2,15.712386338,-4193.657135256864,314972399.0,26
308837284.0,15554991969,15.590000000000146,0.0,0.0699999999999363,171.05999999999767,0.0400000000000204,0.0,0.0,0.0,0.0,0.0,0,25,0,32,1,18000,0,2,15.554991969,13848.351634411036,308837284.0,25
318722512.0,15873037121,15.9399999999996,0.0,0.0900000000001455,174.4100000000035,0.0099999999999909,0.0,0.009999999999998,0.0,0.0,0.0,0,10,0,32,1,18000,0,0,15.873037121,13763.46495378042,318722512.0,10
319685339.0,17285513698,19.75,0.2299999999999897,1.8199999999999363,185.0900000000256,0.9900000000000092,0.0,0.0100000000000051,0.0,0.0,0.0,0,25,0,32,1,0,0,4,17.285513698,-4613.526952356304,319685339.0,25
295477759.0,16324396409,16.390000000000327,0.0,0.1200000000001182,179.3299999999872,0.0400000000000204,0.0,0.0,0.0,0.0,0.0,0,25,0,32,1,17000,0,1,16.324396409,12642.996550193127,295477759.0,25
305604015.0,15680149131,15.729999999999563,0.0,0.1700000000000727,172.30999999999767,0.0099999999999909,0.0,0.0,0.0,0.0,0.0,0,24,0,32,1,14000,0,0,15.680149131,9814.947018832025,305604015.0,24
313532583.0,15980003555,16.01000000000022,0.2099999999999937,0.1400000000001,175.89999999999418,0.0899999999999749,0.0,0.0,0.0,0.0,0.0,131072,26,0,32,1,15000,0,3,15.980003555,10734.915468073581,313532583.0,26
312055048.0,15629571832,15.679999999999382,0.0,0.1599999999998544,171.8299999999872,0.0,0.0,0.0,0.0,0.0,0.0,0,26,0,32,1,0,0,0,15.629571832,-4171.55383175358,312055048.0,26
295842077.0,16376004811,16.420000000000073,0.0,0.1300000000001091,179.79000000000815,0.0399999999999636,0.0,0.009999999999998,0.0,0.0,0.0,0,10,0,32,1,15000,0,1,16.376004811,10629.22219799539,295842077.0,10
296653172.0,16267084776,16.349999999999454,0.2199999999999988,0.2599999999999909,178.88000000000466,0.1200000000000045,0.0,0.0,0.0,0.0,0.0,131072,25,0,32,1,15000,0,2,16.267084776,10658.293102447726,296653172.0,25
314511341.0,16069462624,16.13000000000011,0.0,0.1300000000001091,176.5100000000093,0.0099999999999909,0.0,0.0,0.0,0.0,0.0,0,26,0,32,1,0,0,1,16.069462624,-4288.961278268761,314511341.0,26
310342345.0,15541451720,15.590000000000146,0.0,0.1599999999998544,170.69999999998254,0.0299999999999727,0.0,0.009999999999998,0.0,0.0,0.0,0,10,0,32,1,14000,0,0,15.54145172,9851.965545157023,310342345.0,10
280143570.0,16886607538,16.93000000000029,0.2199999999999988,0.25,185.70000000001164,0.0899999999999749,0.0,0.0,0.0,0.0,0.0,131072,25,0,32,1,15000,0,3,16.886607538,10492.94164052294,280143570.0,25
314685900.0,16063312153,16.11999999999989,0.0,0.1199999999998908,176.4900000000198,0.0099999999999909,0.0,0.0,0.0,0.0,0.0,0,27,0,32,1,0,0,0,16.063312153,-4287.31970925184,314685900.0,27
308631046.0,15630019417,15.670000000000073,0.0,0.1100000000001273,171.80000000001746,0.0199999999999818,0.0,0.0,0.0,0.0,0.0,0,25,0,32,1,14000,0,1,15.630019417,9828.326707205397,308631046.0,25
310858030.0,15686875782,15.730000000000471,0.2199999999999988,0.2100000000000363,172.6600000000035,0.0899999999999749,0.0,0.009999999999998,0.0,0.0,0.0,131072,25,0,32,1,15000,0,2,15.686875782,10813.151666594898,310858030.0,25
312565912.0,15509815430,15.549999999999272,0.0,0.1099999999998999,170.54999999998836,0.0200000000000386,0.0,0.0,0.0,0.0,0.0,0,25,0,32,1,0,0,0,15.50981543,-4139.590686313006,312565912.0,25
298069611.0,16270958810,16.350000000000364,0.0,0.1700000000000727,178.5900000000256,0.0400000000000204,0.0,0.0,0.0,0.0,0.0,0,11,0,32,1,16000,0,0,16.27095881,11657.259117540734,298069611.0,11
284540287.0,16616173511,16.670000000000073,0.2299999999999897,0.2200000000000272,182.80999999999767,0.0999999999999659,0.0,0.0,0.0,0.0,0.0,131072,25,0,32,1,14000,0,3,16.616173511,9565.120847585968,284540287.0,25
313920705.0,15555189505,15.600000000000364,0.0100000000000051,0.1100000000001273,171.04999999998836,0.0099999999999909,0.0,0.0100000000000051,0.0,0.0,0.0,0,27,0,32,1,15000,0,0,15.555189505,10848.298911785838,313920705.0,27
309929565.0,15579879817,15.63000000000011,0.0,0.1499999999998635,171.2600000000093,0.0299999999999727,0.0,0.0,0.0,0.0,0.0,0,24,0,32,1,0,0,0,15.579879817,-4158.290965834477,309929565.0,24
